"Data Source","World Development Indicators",

"Last Updated Date","2021-03-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Liechtenstein","LIE","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","20.437","20.315","20.102","19.89","19.679","19.471","19.264","19.059","18.855","18.654","18.453","18.364","18.354","18.344","18.334","18.324","18.314","18.304","18.294","18.284","18.274","18.187","18.043","17.901","17.759","17.619","17.479","17.34","17.201","17.064","16.928","16.821","16.736","16.651","16.566","16.482","16.29","15.994","15.702","15.414","15.13","14.962","14.906","14.85","14.795","14.739","14.684","14.629","14.574","14.519","14.464","14.41","14.367","14.334","14.313","14.303","14.303","14.315","14.338","14.371","",
"Sri Lanka","LKA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","16.431","16.592","16.753","16.916","17.014","17.11","17.207","17.304","17.402","17.5","17.598","17.697","17.796","17.896","17.996","18.097","18.198","18.299","18.401","18.504","18.607","18.676","18.66","18.644","18.629","18.613","18.597","18.582","18.566","18.551","18.535","18.52","18.504","18.489","18.473","18.458","18.442","18.427","18.411","18.396","18.38","18.365","18.349","18.334","18.319","18.303","18.288","18.272","18.257","18.242","18.226","18.211","18.196","18.198","18.218","18.256","18.311","18.384","18.476","18.585","",
"Lower middle income","LMC","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","19.8249596577654","20.0604036174313","20.3338043854892","20.611359582914","20.8920136050524","21.177405620487","21.4567078110226","21.7318952065974","22.0126228686307","22.2976589038229","22.5850583546855","22.9034230546084","23.2801544446043","23.6630261348969","24.0540213490403","24.2887624436307","24.6817564922671","25.075462724853","25.4797115771755","25.8749686167382","26.2844467019223","26.6776018798732","26.9765404721239","27.2807144015145","27.5939468103062","27.9125400247188","28.2365177794227","28.5613030390601","28.886207759996","29.2068754824046","29.568000184578","29.8274804665573","30.0714943427192","30.3127261532176","30.5514702019466","30.7825890573075","31.0174811477273","31.2584506012853","31.50210604125","31.7445431156196","31.995612638083","32.2943983533261","32.6441518850922","33.002403915052","33.3686263153526","33.74259650939","34.1192154244958","34.5016854759042","34.8917728657119","35.2888784347579","35.6952814534327","36.1123213529467","36.5336094604976","36.9618609502291","37.3963293497805","37.8390274634109","38.2876525937607","38.7440249617069","39.2100515257163","39.6858670525553","",
"Low & middle income","LMY","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","23.5103517599617","24.01164206998","24.4914126470885","24.9419388100782","25.3995313445894","25.6360255409112","25.8631368655992","26.1048204199672","26.3510392636938","26.5970465170525","26.8409117686415","27.0911399525315","27.3746911178306","27.6955378279201","28.0539743768671","28.357867483132","28.7138621506385","29.073511692802","29.5280429259557","30.0671543783068","30.6138819555874","31.1686010019059","31.6891102652556","32.1727193346202","32.6711703437219","33.1717739323005","33.6676626827995","34.1571264831357","34.6444282360359","35.1180765246118","35.5934430074887","36.0581403505975","36.5203626750329","36.9821537776061","37.4393298111735","37.8937595450043","38.3493864831512","38.8096767790435","39.273575549749","39.7387124760872","40.2129308733346","40.7387170508436","41.3108961648094","41.8892803909235","42.4711842222501","43.0571373078267","43.6334626528046","44.1983565810159","44.777629281775","45.3577722437964","45.9394066733044","46.4962558402146","47.0439765428278","47.5908414198771","48.1379170313012","48.6879601622493","49.236100763127","49.7816403829577","50.3193774169034","50.8497323312419","",
"Lesotho","LSO","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","3.512","3.96","4.464","5.029","5.661","6.366","7.065","7.425","7.802","8.196","8.608","9.039","9.474","9.905","10.355","10.822","11.213","11.272","11.331","11.39","11.45","11.51","11.57","11.63","11.691","11.752","11.905","12.394","12.901","13.425","13.967","14.527","15.106","15.703","16.319","16.955","17.571","18.049","18.538","19.038","19.548","20.067","20.597","21.137","21.689","22.249","22.82","23.304","23.796","24.293","24.798","25.31","25.704","26.101","26.502","26.908","27.317","27.73","28.153","28.585","",
"Late-demographic dividend","LTE","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","26.2298155571461","26.9933939620267","27.6475702045836","28.2085561722241","28.7828392785345","28.8856523834246","28.9645659454155","29.0796802528476","29.1977817079172","29.3074888122725","29.4104221617489","29.5011882607939","29.6122724014225","29.7988025593957","30.0659988094115","30.3518520618277","30.6233474474219","30.9081482396197","31.3919932137651","32.0667161156105","32.7438822435724","33.4209299663205","34.0906124853507","34.6692359040591","35.269928004121","35.8687644435865","36.4584876773536","37.0428117296603","37.6299708717935","38.2003463998638","38.7513058172839","39.3846390916567","39.9718675033003","40.6315155574152","41.3006191613758","42.0193668467683","42.7034797083463","43.4038351288882","44.1199706516147","44.8506956060499","45.6034035433348","46.4817612402568","47.4329222306442","48.4020625291031","49.3875824694171","50.38506843528","51.3682881548054","52.3472156048055","53.3337439087405","54.3203854340249","55.3073778712087","56.2379070969169","57.1447703822754","58.0426852932621","58.9372105626582","59.8281239231072","60.7148632694502","61.5932000273139","62.4523694399762","63.2932277268254","",
"Lithuania","LTU","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","39.46","40.443","41.435","42.434","43.441","44.45","45.465","46.484","47.507","48.53","49.555","50.719","51.968","53.21","54.451","55.685","56.915","58.132","59.342","60.361","61.158","61.946","62.73","63.506","64.277","65.038","65.793","66.54","67.28","67.642","67.583","67.523","67.464","67.404","67.345","67.285","67.225","67.166","67.106","67.046","66.986","66.919","66.828","66.737","66.646","66.635","66.706","66.777","66.848","66.842","66.757","66.741","66.864","66.986","67.108","67.23","67.366","67.516","67.679","67.855","",
"Luxembourg","LUX","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","69.556","69.927","70.443","70.953","71.459","71.958","72.452","72.941","73.425","73.902","74.374","74.916","75.528","76.127","76.717","77.297","77.867","78.426","78.975","79.513","80.042","80.444","80.501","80.557","80.613","80.669","80.725","80.78","80.836","80.891","80.947","81.13","81.528","81.857","82.482","82.893","82.825","82.779","82.893","83.448","84.216","84.843","85.299","85.743","86.177","86.598","87.009","87.409","87.8","88.178","88.547","88.906","89.249","89.574","89.884","90.179","90.46","90.727","90.981","91.223","",
"Latvia","LVA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","52.867","53.663","54.459","55.253","56.045","56.832","57.617","58.398","59.175","59.946","60.713","61.433","62.122","62.805","63.484","64.157","64.826","65.487","66.143","66.686","67.095","67.44","67.722","68.003","68.283","68.56","68.782","68.947","69.112","69.2","69.25","69.201","68.852","68.799","68.901","68.75","68.65","68.6","68.451","68.22","68.067","67.95","67.85","67.8","67.9","68","67.967","67.9","67.834","67.814","67.841","67.869","67.897","67.925","67.952","67.98","68.021","68.075","68.142","68.222","",
"Macao SAR, China","MAC","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","95.289","95.328","95.556","95.773","95.98","96.177","96.365","96.544","96.715","96.877","97.032","97.208","97.397","97.573","97.738","97.891","98.035","98.169","98.294","98.41","98.519","98.655","98.889","99.084","99.244","99.377","99.486","99.576","99.651","99.712","99.763","99.805","99.839","99.867","99.891","99.91","99.98","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"St. Martin (French part)","MAF","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","29.357","29.849","30.345","30.846","31.353","31.862","32.377","32.896","33.419","33.946","34.477","35.012","35.675","36.349","37.029","37.714","38.405","39.099","39.798","40.502","41.21","41.92","42.634","43.347","44.063","44.779","45.498","46.219","46.943","47.666","48.391","49.117","49.844","50.569","51.295","51.692","52.022","52.35","52.678","53.007","53.335","53.662","53.99","54.317","54.644","55.174","55.746","56.317","56.886","57.452","58.018","58.581","59.142","59.7","60.256","60.809","61.36","61.908","62.453","62.994","",
"Monaco","MCO","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Moldova","MDA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","23.424","24.216","25.027","25.856","26.703","27.566","28.447","29.345","30.26","31.189","32.068","32.879","33.701","34.531","35.372","36.222","37.082","37.948","38.822","39.64","40.387","41.136","41.891","42.649","43.412","44.176","44.944","45.714","46.488","46.856","46.762","46.669","46.575","46.481","46.387","46.294","46.2","45.797","45.394","44.992","44.589","44.189","43.789","43.389","42.99","42.775","42.744","42.713","42.682","42.651","42.62","42.589","42.558","42.527","42.496","42.49","42.511","42.557","42.629","42.726","",
"Madagascar","MDG","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","10.642","10.971","11.309","11.657","12.014","12.379","12.747","13.074","13.41","13.751","14.1","14.526","14.964","15.411","15.869","16.334","16.755","17.184","17.622","18.068","18.524","18.988","19.461","19.943","20.434","20.933","21.442","21.959","22.487","23.021","23.566","24.119","24.681","25.251","25.536","25.796","26.058","26.321","26.586","26.853","27.121","27.391","27.663","27.936","28.211","28.814","29.425","30.043","30.67","31.301","31.938","32.58","33.227","33.878","34.534","35.193","35.856","36.522","37.191","37.861","",
"Maldives","MDV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","11.173","11.23","11.288","11.345","11.404","11.458","11.393","11.336","11.516","11.698","11.893","12.842","13.858","14.936","16.085","17.304","18.596","19.958","20.978","21.607","22.25","22.905","23.574","24.257","24.954","25.491","25.57","25.648","25.727","25.806","25.84","25.776","25.713","25.649","25.586","25.638","26.008","26.379","26.755","27.134","27.706","28.859","30.042","31.252","32.49","33.75","34.794","35.2","35.61","36.021","36.434","36.849","37.267","37.685","38.106","38.529","38.954","39.38","39.808","40.238","",
"Middle East & North Africa","MEA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","34.9190997799603","35.6785978551331","36.4471685764495","37.2254724329175","38.0319975927331","38.8704752372081","39.6629376313549","40.3986900211776","41.1380522028177","41.8881656287171","42.65394451843","43.402951001694","44.1626104826803","44.9358651799579","45.6759157817304","46.3895589412251","47.0911565075976","47.7388486244447","48.3638687126132","48.9830524975853","49.609534245942","50.2340654774335","50.8503585838849","51.4599836046789","52.0585123211543","52.640411137265","53.2152226461044","53.6974314432277","54.102595834693","54.4727674245629","54.9404442331794","55.3185367553234","55.4209021251603","55.8470360722147","56.2517561713938","56.8316518492975","57.15744071853","57.4951185198961","57.8539470872121","58.2232717464666","58.5956742955636","58.9717104798247","59.3429523958217","59.7163394884012","60.0981861917883","60.5241601948569","60.9667334117206","61.3951815478624","61.8161742029379","62.2380088218529","62.656620837851","63.0020017003942","63.3402890474028","63.6743225698801","64.0000694921524","64.3709008106138","64.7195476678184","65.0525797076706","65.3719859554066","65.6787454021786","",
"Mexico","MEX","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","50.753","51.59","52.428","53.265","54.1","54.931","55.761","56.587","57.411","58.229","59.021","59.779","60.532","61.279","62.022","62.759","63.491","64.215","64.934","65.646","66.339","66.87","67.396","67.919","68.437","68.95","69.459","69.963","70.462","70.956","71.419","71.816","72.209","72.598","72.985","73.368","73.67","73.929","74.186","74.441","74.722","75.045","75.365","75.682","75.997","76.308","76.616","76.92","77.222","77.52","77.815","78.111","78.405","78.699","78.993","79.285","79.577","79.867","80.156","80.444","",
"Marshall Islands","MHL","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","35.584","36.959","38.358","39.776","41.214","42.663","44.126","45.6","48.229","50.861","53.492","56.103","58.685","61.212","61.093","60.632","60.168","59.704","59.237","58.769","58.298","58.826","59.614","60.396","61.175","61.945","62.711","63.47","64.224","64.714","65.054","65.392","65.728","66.063","66.396","66.727","67.058","67.385","67.712","68.053","68.58","69.101","69.618","70.13","70.637","71.138","71.635","72.126","72.613","73.093","73.568","74.038","74.498","74.946","75.384","75.811","76.228","76.634","77.031","77.417","",
"Middle income","MIC","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","24.1803104523954","24.6988003640986","25.1903218778303","25.6467221862024","26.1104687358066","26.3370820335739","26.5523465777138","26.7828351158314","27.013549666168","27.2396026011472","27.4640169587474","27.7082403073148","27.9889369083592","28.3103188682605","28.6736903767883","28.9792597882009","29.3435974688168","29.7117770037355","30.1820593932255","30.7445034972153","31.3143935357058","31.8903093840805","32.4290846211773","32.9258287994042","33.43630208581","33.9474839853828","34.4546422863974","34.9558202874317","35.45509519931","35.9422452722955","36.4308181423052","36.9113650661892","37.3911143814118","37.8731485526495","38.3581416509289","38.841939705955","39.3281741044444","39.8188606711966","40.3154622372115","40.8148448292448","41.3250683565038","41.8907124346399","42.5085109170794","43.1351114909378","43.7676173008998","44.4035827672582","45.0290642404764","45.6502536966199","46.274820730303","46.901125121694","47.530208701549","48.1387324410066","48.7403735035281","49.3412509877511","49.9416752151615","50.5389641157366","51.1336438341119","51.7249989804681","52.3075905928372","52.8816619733402","",
"North Macedonia","MKD","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","34.02","35.214","36.473","37.75","39.047","40.355","41.68","43.016","44.364","45.718","47.079","48.246","48.827","49.407","49.988","50.569","51.151","51.73","52.31","52.889","53.469","54.007","54.43","54.853","55.276","55.696","56.117","56.536","56.955","57.373","57.789","58.234","58.764","59.291","59.794","59.587","59.38","59.172","58.965","58.757","58.548","58.339","58.13","57.921","57.711","57.532","57.383","57.264","57.175","57.117","57.089","57.092","57.125","57.189","57.284","57.408","57.563","57.748","57.963","58.208","",
"Mali","MLI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","11.066","11.361","11.662","11.97","12.286","12.608","12.938","13.274","13.619","13.971","14.33","14.697","15.072","15.454","15.845","16.244","16.651","17.083","17.54","18.007","18.484","18.97","19.466","19.972","20.488","21.013","21.548","22.069","22.482","22.899","23.322","23.751","24.186","24.624","25.069","25.519","25.975","26.434","26.948","27.646","28.356","29.075","29.806","30.547","31.3","32.06","32.832","33.612","34.403","35.2","35.999","36.799","37.599","38.398","39.196","39.991","40.783","41.572","42.356","43.136","",
"Malta","MLT","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","90.129","90.069","90.008","89.948","89.886","89.825","89.764","89.702","89.682","89.69","89.699","89.708","89.716","89.725","89.734","89.742","89.751","89.76","89.768","89.777","89.785","89.794","89.803","89.811","89.82","89.828","89.907","90.028","90.147","90.265","90.381","90.497","90.611","90.723","90.835","90.946","91.181","91.492","91.793","92.085","92.368","92.641","92.905","93.16","93.407","93.645","93.784","93.857","93.929","94.001","94.072","94.141","94.211","94.279","94.347","94.414","94.48","94.546","94.612","94.678","",
"Myanmar","MMR","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","19.226","19.566","19.91","20.259","20.613","20.971","21.334","21.701","22.073","22.449","22.83","23.215","23.606","23.903","23.913","23.922","23.933","23.942","23.952","23.962","23.973","23.982","23.993","24.042","24.212","24.381","24.552","24.724","24.896","25.069","25.243","25.418","25.593","25.769","25.946","26.124","26.303","26.482","26.663","26.843","27.025","27.208","27.391","27.575","27.76","27.946","28.132","28.319","28.507","28.695","28.885","29.075","29.266","29.457","29.65","29.858","30.082","30.322","30.579","30.852","",
"Middle East & North Africa (excluding high income)","MNA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","33.8339413395129","34.5576133594404","35.2808147938372","36.0085746157328","36.7476576184309","37.5240893073974","38.2563566586904","38.9081492147079","39.5826649285706","40.2603809808833","40.9422353824367","41.6028652999961","42.2766493314043","42.9493044032192","43.5927872143575","44.226688882394","44.8460015110034","45.4055945012183","45.9408771386179","46.4661716006882","47.0014886453945","47.5407471111794","48.074209063961","48.6038281907691","49.1329789483212","49.6425487914448","50.1501047054401","50.5931799809618","50.9563718228113","51.2916029096542","51.7674708866369","52.1067687489315","52.5086932106371","52.927918623215","53.3408964271083","53.6971827958717","54.031922307008","54.3690356920465","54.7237970407773","55.0848325610292","55.4468294851353","55.8095571237963","56.1739008038648","56.5354723776762","56.8891047563786","57.2716628621338","57.6536014565401","58.0053149979868","58.3442960456208","58.6889096996447","59.0509548191829","59.3424433747814","59.6375022268567","59.9402257031459","60.2416638836733","60.6016305470766","60.9416846531516","61.2705251900232","61.5905475175283","61.9034003740813","",
"Montenegro","MNE","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","18.788","19.502","20.237","20.993","21.77","22.566","23.383","24.22","25.079","25.955","26.853","27.769","28.706","29.659","30.632","31.622","32.63","33.652","34.69","35.744","36.813","37.892","38.984","40.088","41.204","42.325","43.456","44.594","45.739","46.886","48.037","49.165","50.218","51.267","52.317","53.365","54.412","55.451","56.488","57.518","58.544","59.559","60.568","61.568","62.127","62.465","62.803","63.139","63.475","63.808","64.14","64.472","64.804","65.137","65.471","65.806","66.141","66.477","66.813","67.15","",
"Mongolia","MNG","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","35.679","37.682","39.73","41.056","41.585","42.114","42.647","43.181","43.717","44.336","45.052","45.77","46.491","47.211","47.933","48.656","49.381","50.103","50.827","51.488","52.083","52.676","53.268","53.86","54.452","55.04","55.628","56.215","56.8","57.078","57.033","56.987","56.942","56.896","56.851","56.805","56.76","56.714","56.669","56.623","57.133","58.222","59.304","60.378","61.443","62.494","63.535","64.564","65.581","66.58","67.567","67.963","68.03","68.097","68.163","68.23","68.297","68.363","68.445","68.543","",
"Northern Mariana Islands","MNP","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","51.219","52.741","54.26","55.771","57.274","58.759","60.231","61.688","64.592","67.384","70.062","72.609","75.021","77.28","79.016","80.554","82.007","83.37","84.651","85.85","86.784","87.117","87.444","87.763","88.076","88.381","88.679","88.971","89.257","89.535","89.731","89.697","89.662","89.627","89.592","89.557","89.655","89.784","89.912","90.038","90.152","90.235","90.316","90.398","90.478","90.558","90.638","90.716","90.795","90.872","90.949","91.028","91.108","91.19","91.273","91.357","91.443","91.53","91.618","91.708","",
"Mozambique","MOZ","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","6.868","7.051","7.246","7.445","7.65","7.86","8.075","8.296","8.522","8.753","8.99","9.298","9.671","10.056","10.456","10.869","11.297","11.739","12.197","12.669","13.158","14.051","15.035","16.074","17.172","18.326","19.541","20.815","22.152","23.545","25","25.487","25.98","26.479","26.984","27.495","28.013","28.535","28.742","28.92","29.098","29.277","29.457","29.637","29.818","29.999","30.182","30.364","30.832","31.328","31.83","32.336","32.846","33.36","33.878","34.4","34.926","35.455","35.988","36.528","",
"Mauritania","MRT","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","6.88","7.435","8.031","8.671","9.357","10.09","10.874","11.712","12.606","13.554","14.564","15.636","16.773","17.971","19.237","20.569","21.971","23.327","24.627","25.975","27.371","28.81","30.295","31.822","33.391","34.994","36.634","38.305","39.57","39.447","39.323","39.199","39.075","38.952","38.829","38.705","38.582","38.459","38.337","38.214","38.091","38.616","39.48","40.351","41.229","42.111","42.998","43.89","44.788","45.686","46.588","47.493","48.4","49.306","50.203","51.089","51.962","52.824","53.672","54.507","",
"Mauritius","MUS","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","35.111","35.829","36.555","37.286","38.025","38.767","39.516","40.269","41.028","41.79","42.556","43.326","44.1","43.881","43.662","43.443","43.224","43.005","42.787","42.569","42.351","42.134","41.917","41.701","42.012","42.325","42.639","42.953","43.269","43.584","43.9","43.777","43.653","43.53","43.407","43.284","43.161","43.038","42.916","42.793","42.67","42.559","42.447","42.335","42.223","42.112","42","41.889","41.777","41.666","41.555","41.444","41.332","41.222","41.111","41","40.91","40.841","40.793","40.766","",
"Malawi","MWI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","4.39","4.489","4.59","4.694","4.8","4.908","5.018","5.249","5.505","5.773","6.053","6.345","6.651","6.97","7.304","7.652","8.015","8.394","8.636","8.841","9.05","9.263","9.481","9.704","9.931","10.163","10.4","10.641","10.934","11.243","11.56","11.885","12.218","12.558","12.907","13.263","13.629","14.002","14.384","14.522","14.61","14.698","14.786","14.875","14.964","15.054","15.144","15.235","15.326","15.429","15.544","15.672","15.812","15.966","16.132","16.313","16.506","16.714","16.937","17.174","",
"Malaysia","MYS","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","26.598","27.241","27.895","28.558","29.232","29.913","30.604","31.304","32.013","32.729","33.454","34.271","35.104","35.944","36.794","37.652","38.519","39.391","40.271","41.158","42.044","42.807","43.574","44.345","45.119","45.893","46.671","47.45","48.232","49.012","49.794","50.576","51.814","53.109","54.402","55.688","56.969","58.237","59.496","60.742","61.977","62.922","63.856","64.78","65.694","66.594","67.483","68.36","69.225","70.075","70.912","71.609","72.275","72.93","73.577","74.213","74.84","75.447","76.036","76.607","",
"North America","NAC","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","69.9184025592192","70.3195452396569","70.7397837119746","71.1563654139158","71.569387653961","71.9787176396327","72.3826157048634","72.7621984341351","73.1385496900719","73.5112239016084","73.8016579001992","73.8561263461651","73.8538605469464","73.8518283404081","73.8501285159013","73.8483048670236","73.8474379503204","73.860581008892","73.8724474871297","73.8851269721564","73.9311267000191","74.0734515357367","74.2267619128319","74.3797264465238","74.5308007506036","74.6816924055913","74.8315743389423","74.9685413789733","75.1053646667934","75.2409014571419","75.433269385553","75.7977724060751","76.1805739886747","76.5587808007626","76.9331928406778","77.303026135342","77.6716844395965","78.0452053948431","78.4154931912791","78.7816690106203","79.102424122048","79.2946418428749","79.46014242817","79.6247761798829","79.789293363425","79.9510092230201","80.1140965269405","80.2853299051227","80.4555795945244","80.624752343843","80.7919859559119","80.9626434708033","81.1243019333381","81.2903725598759","81.4598663734102","81.6330826495724","81.8087506717953","81.9896138787009","82.1730299568162","82.3616894317704","",
"Namibia","NAM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","17.909","18.334","18.748","19.17","19.6","20.035","20.478","20.929","21.387","21.852","22.292","22.559","22.829","23.1","23.374","23.651","23.929","24.21","24.493","24.778","25.066","25.355","25.611","25.861","26.113","26.366","26.621","26.877","27.136","27.395","27.656","27.919","28.336","28.823","29.316","29.813","30.316","30.823","31.335","31.851","32.373","32.898","33.766","34.709","35.666","36.632","37.61","38.598","39.597","40.601","41.616","42.637","43.693","44.756","45.826","46.9","47.961","49.005","50.032","51.042","",
"New Caledonia","NCL","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","37.36","38.781","40.224","41.684","43.161","44.646","46.142","47.646","49.156","50.442","51.232","52.022","52.811","53.597","54.382","55.165","55.873","56.262","56.651","57.039","57.426","57.812","58.197","58.532","58.683","58.834","58.985","59.135","59.286","59.434","59.577","59.719","59.862","60.004","60.146","60.288","60.475","60.838","61.199","61.559","61.919","62.276","62.632","62.987","63.341","63.965","64.638","65.306","65.969","66.624","67.102","67.565","68.024","68.479","68.931","69.379","69.821","70.256","70.683","71.104","",
"Niger","NER","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","5.793","5.896","6","6.259","6.529","6.809","7.1","7.493","7.906","8.339","8.794","9.271","9.772","10.296","10.845","11.419","12.021","12.648","13.025","13.233","13.443","13.656","13.871","14.09","14.312","14.536","14.763","14.993","15.209","15.289","15.368","15.449","15.529","15.61","15.691","15.773","15.855","15.937","16.02","16.103","16.186","16.26","16.255","16.251","16.247","16.242","16.238","16.234","16.229","16.225","16.221","16.216","16.212","16.208","16.219","16.247","16.29","16.35","16.425","16.517","",
"Nigeria","NGA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","15.41","15.633","15.858","16.087","16.318","16.551","16.788","17.027","17.269","17.513","17.76","18.151","18.549","18.952","19.363","19.78","20.205","20.636","21.074","21.518","21.97","22.671","23.389","24.122","24.872","25.635","26.414","27.209","28.019","28.842","29.68","30.176","30.677","31.182","31.691","32.205","32.725","33.247","33.773","34.304","34.84","35.669","36.508","37.356","38.212","39.074","39.943","40.819","41.702","42.588","43.48","44.366","45.246","46.118","46.982","47.838","48.683","49.519","50.344","51.157","",
"Nicaragua","NIC","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","39.581","40.03","40.481","41.005","41.855","42.707","43.565","44.427","45.293","46.16","47.03","47.785","48.063","48.341","48.62","48.898","49.177","49.456","49.734","50.013","50.292","50.57","50.849","51.127","51.406","51.684","51.963","52.241","52.519","52.797","53.075","53.352","53.63","53.907","54.183","54.437","54.587","54.737","54.886","55.036","55.185","55.335","55.484","55.633","55.782","55.935","56.132","56.328","56.525","56.721","56.917","57.113","57.309","57.505","57.7","57.895","58.09","58.299","58.522","58.76","",
"Netherlands","NLD","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","59.752","60.02","60.204","60.387","60.57","60.753","60.936","61.118","61.3","61.481","61.663","61.913","62.232","62.55","62.867","63.183","63.498","63.811","64.123","64.435","64.745","65.104","65.511","65.916","66.319","66.719","67.117","67.513","67.906","68.296","68.684","69.329","70.223","71.1","71.962","72.809","73.64","74.453","75.25","76.03","76.795","77.83","79.113","80.341","81.514","82.63","83.636","84.539","85.402","86.288","87.134","87.879","88.588","89.187","89.69","90.173","90.635","91.077","91.49","91.876","",
"Norway","NOR","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","49.92","50.998","52.653","54.302","55.944","57.568","59.179","60.77","62.34","63.881","65.396","66.23","66.725","67.216","67.703","68.187","68.667","69.142","69.614","70.081","70.545","70.787","70.918","71.049","71.18","71.31","71.44","71.57","71.699","71.828","71.956","72.265","72.665","73.061","73.453","73.787","74.062","74.476","75.027","75.569","76.02","76.378","76.733","77.084","77.399","77.675","77.95","78.234","78.526","78.815","79.102","79.455","79.874","80.286","80.692","81.091","81.485","81.871","82.248","82.616","",
"Nepal","NPL","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","3.48","3.571","3.612","3.653","3.695","3.737","3.78","3.823","3.867","3.911","3.956","4.005","4.198","4.399","4.61","4.83","5.061","5.302","5.553","5.816","6.091","6.376","6.616","6.864","7.121","7.386","7.66","7.944","8.238","8.541","8.854","9.18","9.582","9.999","10.433","10.883","11.35","11.834","12.336","12.857","13.397","13.947","14.24","14.538","14.841","15.149","15.462","15.781","16.105","16.434","16.768","17.108","17.458","17.815","18.182","18.557","18.942","19.336","19.74","20.153","",
"Nauru","NRU","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"New Zealand","NZL","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","75.998","76.525","77.133","77.73","78.317","78.891","79.421","79.852","80.277","80.695","81.106","81.491","81.819","82.141","82.46","82.774","83.028","83.128","83.229","83.328","83.428","83.511","83.552","83.592","83.633","83.673","83.78","84.025","84.268","84.506","84.742","84.95","85.103","85.254","85.404","85.553","85.7","85.781","85.861","85.941","86.021","86.1","86.161","86.221","86.281","86.341","86.4","86.34","86.28","86.22","86.16","86.1","86.161","86.221","86.281","86.341","86.4","86.466","86.538","86.615","",
